X,Y,Z
458292.08,3640155.02,24.46
458293.32,3640155.07,19.79
458292.34,3640155.0,24.990000000000002
458292.58,3640155.01,24.07
458293.74,3640155.05,19.71
458292.79,3640154.95,26.400000000000002
458293.41000000003,3640154.97,24.080000000000002
458293.17,3640154.93,26.580000000000002
458293.87,3640154.95,23.92
458294.15,3640154.96,22.86
458293.79,3640154.91,25.94
458294.56,3640154.94,23.02
458293.61,3640154.87,28.1
458293.89,3640154.88,27.04
458294.98,3640154.92,22.89
458294.05,3640154.85,28.150000000000002
458294.54,3640154.83,27.78
458294.75,3640154.84,26.990000000000002
458295.14,3640154.85,25.48
458294.91000000003,3640154.81,27.93
458295.24,3640154.82,26.71
458295.35,3640154.79,27.88
458295.86,3640154.81,26.05
458295.75,3640154.77,28.12
458296.36,3640154.79,25.96
458296.02,3640154.74,28.69
458296.29,3640154.75,27.72
458296.48,3640154.72,28.7
458256.86,3640156.3,18.82
458257.07,3640156.2,23.34
458259.41000000003,3640156.3,14.17
458257.52,3640156.18,23.31
458259.98,3640156.25,15.450000000000001
458260.23,3640156.26,14.58
458259.88,3640156.21,17.73
458260.44,3640156.23,15.68
458260.12,3640156.18,18.64
458260.32,3640156.19,17.91
458260.14,3640156.14,20.43
458260.53,3640156.16,18.97
458260.84,3640156.17,17.73
458261.47,3640156.2,15.19
458260.97,3640156.14,18.96
458261.97,3640156.18,15.09
458261.18,3640156.11,19.75
458261.38,3640156.12,18.98
458262.48,3640156.17,14.71
458261.78,3640156.1,19.35
458262.96,3640156.15,14.780000000000001
458262.29,3640156.08,19.26
458262.44,3640156.08,18.68
458262.86,3640156.1,17.080000000000002
458262.87,3640156.07,18.78
458263.25,3640156.08,17.29
458263.33,3640156.05,18.77
458264.96,3640155.89,22.88
458265.4,3640155.87,23.0
458265.8,3640155.84,23.13
458266.22,3640155.82,23.240000000000002
458266.66000000003,3640155.81,23.32
458267.03,3640155.78,23.66
458268.32,3640155.84,18.650000000000002
458267.52,3640155.76,23.63
458268.78,3640155.82,18.78
458268.02,3640155.75,23.42
458267.51,3640155.69,27.12
458268.47,3640155.73,23.44
458268.07,3640155.67,26.79
458268.42,3640155.69,25.43
458268.92,3640155.71,23.51
458268.14,3640155.64,28.34
458268.51,3640155.65,26.89
458268.45,3640155.61,28.89
458268.6,3640155.62,28.3
458268.86,3640155.63,27.29
458268.88,3640155.59,28.95
458269.4,3640155.58,28.560000000000002
458269.98,3640155.56,27.97
458270.27,3640155.58,26.98
458270.67,3640155.56,27.17
458271.94,3640155.61,22.41
458272.09,3640155.61,21.84
458271.05,3640155.53,27.47
458271.48,3640155.55,25.86
458272.45,3640155.59,22.27
458271.94,3640155.53,25.85
458272.73,3640155.57,22.94
458273.06,3640155.58,21.740000000000002
458272.36,3640155.51,26.09
458273.55,3640155.56,21.64
458273.91000000003,3640155.57,20.3
458273.95,3640155.54,21.81
458274.33,3640155.56,20.35
458274.77,3640155.54,20.28
458277.97,3640155.47,16.63
458278.46,3640155.45,16.51
458278.63,3640155.42,17.51
458278.84,3640155.43,16.69
458279.28,3640155.38,18.26
458279.68,3640155.36,18.330000000000002
458280.14,3640155.34,18.32
458280.4,3640155.35,17.36
458280.56,3640155.32,18.400000000000002
458280.85,3640155.33,17.26
458281.11,3640155.3,17.87
458281.38,3640155.31,16.76
458281.95,3640155.3,16.2
458282.21,3640155.27,16.82
458282.39,3640155.28,16.07
458282.78,3640155.25,16.27
458284.61,3640155.17,16.13
458283.41000000003,3640155.09,22.580000000000002
458284.96,3640155.15,16.52
458283.88,3640155.07,22.34
458285.36,3640155.13,16.5
458285.78,3640155.11,16.52
458286.19,3640155.12,14.92
458285.76,3640155.07,18.2
458286.08,3640155.09,16.94
458286.34,3640155.1,15.950000000000001
458286.59,3640155.1,14.96
458284.56,3640154.99,24.52
458286.18,3640155.05,18.17
458288.7,3640155.15,8.08
458284.14,3640154.94,27.8
458284.42,3640154.95,26.72
458284.61,3640154.96,25.95
458285.0,3640154.97,24.39
458286.78,3640155.04,17.51
458284.43,3640154.92,28.29
458284.77,3640154.93,26.92
458284.82,3640154.89,28.38
458285.64,3640154.92,25.21
458285.38,3640154.88,27.84
458285.63,3640154.89,26.88
458285.9,3640154.9,25.86
458285.66000000003,3640154.85,28.400000000000002
458285.82,3640154.86,27.79
458288.25,3640154.95,18.07
458288.6,3640154.96,16.78
458289.74,3640155.0,12.35
458286.23,3640154.84,27.84
458286.75,3640154.86,25.87
458287.62,3640154.89,22.38
458288.66000000003,3640154.93,18.21
458289.04,3640154.94,16.69
458290.26,3640154.99,12.0
458288.01,3640154.86,22.44
458289.15,3640154.91,18.0
458288.38,3640154.84,22.54
458290.06,3640154.91,16.17
458291.12,3640154.94,12.24
458288.78,3640154.82,22.76
458289.67,3640154.85,19.400000000000002
458290.98,3640154.9,14.5
458291.61,3640154.92,12.07
458292.42,3640154.95,8.97
458290.13,3640154.83,19.35
458290.7,3640154.85,17.27
458290.86,3640154.86,16.62
458291.51,3640154.88,14.11
458290.22,3640154.8,20.73
458290.63,3640154.81,19.32
458291.2,3640154.83,17.05
458291.94,3640154.86,14.200000000000001
458290.6,3640154.78,21.0
458290.78,3640154.78,20.26
458291.7,3640154.82,16.67
458291.88,3640154.76,19.09
458290.75,3640154.68,25.07
458292.33,3640154.74,18.96
458291.2,3640154.66,24.990000000000002
458292.58,3640154.71,19.72
458291.76,3640154.64,24.41
458293.0,3640154.69,19.75
458292.12,3640154.62,24.7
458293.48,3640154.67,19.61
458292.66000000003,3640154.61,24.19
458294.01,3640154.65,19.17
458293.24,3640154.59,23.63
458294.64,3640154.64,18.37
458292.91000000003,3640154.54,26.52
458293.14,3640154.55,25.69
458293.78,3640154.57,23.28
458293.47,3640154.52,26.09
458294.28,3640154.55,23.080000000000002
458293.63,3640154.5,27.01
458293.9,3640154.51,26.0
458294.68,3640154.53,23.1
458294.01,3640154.47,27.29
458294.27,3640154.45,27.92
458294.45,3640154.45,27.29
458294.86,3640154.47,25.76
458294.73,3640154.43,27.93
458294.96,3640154.43,27.05
458295.32,3640154.41,27.16
458295.52,3640154.39,27.990000000000002
458296.05,3640154.37,27.63
458296.43,3640154.35,27.76
458256.69,3640155.62,23.41
458258.06,3640155.65,19.7
458259.36,3640155.71,14.620000000000001
458259.89,3640155.69,14.280000000000001
458260.02,3640155.65,15.71
458259.92,3640155.61,17.86
458260.47,3640155.64,15.82
458260.36,3640155.59,18.14
458260.9,3640155.61,16.07
458260.81,3640155.57,18.32
458261.78,3640155.61,14.47
458261.14,3640155.54,18.87
458262.19,3640155.59,14.61
458261.54,3640155.52,19.0
458262.59,3640155.57,14.790000000000001
458261.86,3640155.5,19.43
458262.99,3640155.55,14.96
458262.25,3640155.48,19.61
458262.5,3640155.49,18.650000000000002
458262.9,3640155.47,18.73
458269.87,3640155.53,2.2800000000000002
458268.9,3640155.45,7.96
458267.06,3640155.34,16.89
458267.39,3640155.32,17.400000000000002
458267.55,3640155.32,16.79
458266.4,3640155.23,23.02
458267.98,3640155.3,16.95
458266.91000000003,3640155.21,22.89
458268.55,3640155.29,16.63
458267.37,3640155.2,22.92
458268.96,3640155.26,16.740000000000002
458271.01,3640155.35,8.92
458267.45,3640155.13,25.92
458268.07,3640155.15,23.5
458267.6,3640155.1,27.0
458268.48,3640155.13,23.7
458267.65,3640155.06,28.580000000000002
458268.16000000003,3640155.08,26.71
458268.56,3640155.1,25.21
458268.07,3640155.04,28.67
458268.45,3640155.06,27.25
458268.57,3640155.02,28.64
458268.74,3640155.03,27.97
458269.18,3640155.01,27.84
458269.37,3640154.98,28.77
458269.86,3640155.0,26.89
458269.68,3640154.95,29.45
458270.12,3640154.97,27.77
458270.05,3640154.93,29.79
458270.33,3640154.94,28.72
458270.53,3640154.95,28.05
458270.5,3640154.91,29.84
458270.68,3640154.92,29.22
458271.65,3640154.96,25.63
458271.01,3640154.9,29.86
458271.53,3640154.92,27.91
458271.54,3640154.88,29.650000000000002
458271.95,3640154.9,28.05
458278.94,3640154.84,16.39
458278.96,3640154.81,17.88
458279.42,3640154.79,18.06
458279.73,3640154.8,16.87
458279.04,3640154.73,21.22
458279.96,3640154.77,17.740000000000002
458280.21,3640154.78,16.76
458279.49,3640154.72,21.16
458280.22,3640154.75,18.35
458279.94,3640154.7,21.18
458280.74,3640154.73,18.04
458279.49,3640154.64,24.66
458281.08,3640154.63,21.82
458282.45,3640154.68,16.41
458284.65,3640154.58,16.07
458282.13,3640154.45,27.560000000000002
458282.63,3640154.43,27.19
458283.96,3640154.49,22.16
458285.39,3640154.54,16.5
458285.88,3640154.56,14.61
458284.39,3640154.47,22.04
458284.72,3640154.48,20.77
458285.42,3640154.5,18.0
458285.0,3640154.45,21.43
458285.78,3640154.48,18.34
458283.93,3640154.37,27.28
458284.24,3640154.39,26.04
458284.72,3640154.4,24.17
458285.38,3640154.43,21.55
458285.1,3640154.38,24.32
458286.62,3640154.44,18.36
458287.06,3640154.46,16.740000000000002
458287.38,3640154.47,15.44
458284.56,3640154.32,28.11
458284.9,3640154.34,26.830000000000002
458285.22,3640154.35,25.560000000000002
458284.82,3640154.3,28.84
458285.24,3640154.31,27.16
458287.28,3640154.39,19.35
458285.29,3640154.28,28.66
458285.79,3640154.26,28.27
458288.74,3640154.37,16.85
458289.9,3640154.41,12.290000000000001
458287.21,3640154.24,26.09
458287.97,3640154.27,22.97
458289.18,3640154.32,18.31
458289.58,3640154.33,16.8
458290.73,3640154.37,12.43
458289.64,3640154.3,18.17
458290.54,3640154.33,14.73
458291.21,3640154.35,12.120000000000001
458289.48,3640154.26,20.48
458290.46,3640154.29,16.68
458291.05,3640154.31,14.4
458289.9,3640154.23,20.43
458290.14,3640154.24,19.52
458290.89,3640154.27,16.68
458291.52,3640154.29,14.22
458290.18,3640154.21,21.09
458291.28,3640154.25,16.87
458290.43,3640154.18,21.7
458290.67,3640154.19,20.830000000000002
458291.7,3640154.23,16.830000000000002
458289.72,3640154.12,25.97
458291.12,3640154.17,20.57
458290.69,3640154.12,23.96
458291.64,3640154.15,20.29
458291.03,3640154.1,24.34
458292.65,3640154.15,18.31
458291.21,3640154.07,25.19
458291.68,3640154.05,25.05
458293.18,3640154.1,19.44
458292.21,3640154.03,24.8
458293.62,3640154.08,19.47
458292.4,3640154.0,25.85
458292.69,3640154.01,24.79
458293.2,3640153.99,24.36
458293.42,3640153.93,26.560000000000002
458293.92,3640153.92,26.240000000000002
458294.09,3640153.89,27.28
458294.4,3640153.9,26.18
458294.53,3640153.87,27.2
458294.88,3640153.88,25.87
458294.96,3640153.85,27.23
458295.28,3640153.86,26.0
458295.34,3640153.83,27.35
458295.6,3640153.83,26.36
458295.77,3640153.81,27.2
458296.21,3640153.82,25.69
458296.13,3640153.78,27.61
458296.56,3640153.76,27.71
458256.9,3640155.12,23.63
458257.88,3640155.16,19.580000000000002
458259.19,3640155.22,14.36
458259.61,3640155.21,14.48
458261.55,3640155.02,19.43
458262.64,3640155.07,14.97
458261.94,3640155.0,19.55
458269.48,3640155.05,2.71
458269.46,3640155.01,4.47
458266.78,3640154.86,16.69
458267.19,3640154.84,16.84
458269.47,3640154.93,8.0
458265.95,3640154.75,23.56
458266.13,3640154.75,22.84
458267.67,3640154.82,16.78
458266.54,3640154.73,22.94
458268.1,3640154.8,16.97
458269.43,3640154.86,11.76
458266.99,3640154.71,22.97
458268.61,3640154.78,16.84
458269.52,3640154.82,13.23
458266.63,3640154.66,26.05
458267.01,3640154.68,24.62
458267.4,3640154.69,23.07
458266.75,3640154.63,27.25
458267.05,3640154.64,26.13
458267.21,3640154.61,27.330000000000002
458267.53,3640154.62,25.990000000000002
458268.33,3640154.66,23.19
458267.92,3640154.6,26.400000000000002
458268.08,3640154.61,25.85
458269.2,3640154.66,21.52
458268.06,3640154.57,27.62
458268.32,3640154.58,26.68
458268.49,3640154.55,27.86
458269.17,3640154.58,25.19
458268.51,3640154.51,29.560000000000002
458268.89,3640154.52,28.14
458268.79,3640154.48,30.240000000000002
458269.19,3640154.5,28.67
458271.04,3640154.58,21.76
458269.27,3640154.47,30.05
458269.81,3640154.49,27.93
458269.66000000003,3640154.45,30.2
458269.9,3640154.46,29.26
458270.12,3640154.47,28.46
458270.97,3640154.5,25.39
458270.19,3640154.43,29.900000000000002
458270.42,3640154.44,29.04
458270.68,3640154.41,29.8
458270.84,3640154.42,29.2
458271.14,3640154.43,28.150000000000002
458271.19,3640154.4,29.68
458271.64,3640154.42,27.95
458272.55,3640154.45,24.57
458271.99,3640154.39,28.28
458272.91000000003,3640154.43,24.88
458272.41000000003,3640154.37,28.490000000000002
458280.53,3640154.58,2.17
458278.38,3640154.31,19.39
458278.72,3640154.32,18.09
458278.86,3640154.29,19.21
458279.12,3640154.3,18.2
458279.23,3640154.24,21.01
458279.98,3640154.27,18.150000000000002
458279.64,3640154.22,21.080000000000002
458280.58,3640154.25,17.42
458279.15,3640154.16,24.71
458280.05,3640154.19,21.31
458279.65,3640154.14,24.43
458279.98,3640154.16,23.23
458280.39,3640154.13,23.27
458285.56,3640154.34,2.86
458280.37,3640154.1,24.990000000000002
458280.83,3640154.12,23.03
458281.24,3640154.13,21.56
458285.5,3640154.3,4.7700000000000005
458280.74,3640154.08,25.04
458281.28,3640154.1,22.990000000000002
458281.7,3640154.07,23.13
458285.39,3640154.18,10.36
458284.31,3640154.1,16.37
458285.41000000003,3640154.14,11.94
458281.87,3640153.97,27.53
458282.45,3640153.95,26.990000000000002
458285.26,3640154.06,16.11
458282.93,3640153.93,26.87
458283.07,3640153.94,26.330000000000002
458285.2,3640154.02,18.06
458286.06,3640154.05,14.6
458283.35,3640153.92,26.900000000000002
458283.38,3640153.88,28.38
458283.79,3640153.9,26.830000000000002
458284.08,3640153.91,25.69
458283.83,3640153.86,28.26
458284.39,3640153.85,27.71
458284.99,3640153.87,25.37
458284.81,3640153.83,27.7
458285.05,3640153.84,26.76
458285.01,3640153.8,28.52
458285.43,3640153.82,26.86
458285.49,3640153.78,28.310000000000002
458286.0,3640153.8,26.37
458286.16000000003,3640153.81,25.7
458287.34,3640153.85,21.150000000000002
458287.81,3640153.87,19.36
458288.12,3640153.88,18.17
458286.52,3640153.78,25.900000000000002
458287.81,3640153.83,20.96
458288.22,3640153.85,19.48
458288.84,3640153.87,17.05
458289.46,3640153.89,14.47
458286.91000000003,3640153.76,25.96
458287.69,3640153.79,22.93
458288.59,3640153.83,19.55
458287.27,3640153.74,26.3
458288.19,3640153.77,22.86
458287.88,3640153.72,25.71
458289.4,3640153.78,19.64
458290.69,3640153.83,14.780000000000001
458288.18,3640153.7,26.16
458288.43,3640153.71,25.21
458289.54,3640153.75,20.69
458288.89,3640153.69,25.17
458290.08,3640153.73,20.46
458291.01,3640153.77,16.78
458290.24,3640153.7,21.47
458290.61,3640153.71,20.05
458291.43,3640153.74,16.830000000000002
458290.68,3640153.68,21.5
458290.95,3640153.69,20.37
458291.16000000003,3640153.7,19.53
458291.84,3640153.72,17.06
458289.91000000003,3640153.62,26.07
458291.36,3640153.67,20.39
458290.34,3640153.6,25.93
458290.71,3640153.61,24.54
458290.8,3640153.58,25.64
458291.16000000003,3640153.59,24.13
458292.49,3640153.64,19.3
458291.59,3640153.57,24.25
458292.94,3640153.62,19.37
458291.72,3640153.54,25.44
458293.41000000003,3640153.6,19.13
458292.21,3640153.53,25.2
458292.46,3640153.5,25.830000000000002
458292.93,3640153.48,25.85
458294.45,3640153.39,26.42
458294.87,3640153.37,26.6
458295.59,3640153.32,27.25
458295.94,3640153.3,27.36
458296.29,3640153.28,27.6
458296.52,3640153.29,26.76
458257.87,3640154.62,20.400000000000002
458258.16000000003,3640154.64,19.28
458257.74,3640154.58,22.63
458266.93,3640154.33,16.92
458267.18,3640154.34,16.12
458265.7,3640154.23,23.5
458266.07,3640154.21,23.8
458266.53,3640154.19,23.79
458266.82,3640154.16,24.51
458267.28,3640154.15,24.810000000000002
458269.18,3640154.23,17.34
458267.02,3640154.1,27.36
458267.36,3640154.11,26.150000000000002
458267.46,3640154.08,27.310000000000002
458267.72,3640154.09,26.26
458268.0,3640154.07,26.89
458268.38,3640154.08,25.400000000000002
458269.43,3640154.13,21.5
458269.64,3640154.14,20.7
458268.88,3640154.07,25.27
458269.58,3640154.1,22.6
458268.48,3640154.01,28.5
458269.16000000003,3640154.04,26.080000000000002
458269.37,3640154.05,25.23
458269.56,3640154.06,24.490000000000002
458268.78,3640153.98,29.150000000000002
458270.0,3640154.04,24.580000000000002
458269.01,3640153.96,30.07
458269.26,3640153.97,29.17
458269.31,3640153.93,30.63
458269.81,3640153.92,30.34
458269.97,3640153.92,29.72
458270.34,3640153.9,30.16
458270.65,3640153.91,28.98
458271.12,3640153.93,27.22
458271.76,3640153.96,24.73
458271.0,3640153.89,29.43
458271.24,3640153.9,28.54
458271.8,3640153.88,28.05
458272.01,3640153.89,27.25
458272.6,3640153.92,25.1
458272.88,3640153.93,24.09
458273.02,3640153.9,25.310000000000002
458278.12,3640153.81,19.25
458278.39,3640153.82,18.22
458278.57,3640153.79,19.22
458278.82,3640153.8,18.27
458278.98,3640153.77,19.35
458279.23,3640153.78,18.37
458279.18,3640153.74,20.19
458279.39,3640153.75,19.3
458278.68,3640153.68,23.89
458279.4,3640153.71,21.080000000000002
458279.0,3640153.65,24.35
458279.84,3640153.69,21.02
458279.36,3640153.63,24.61
458279.65,3640153.64,23.42
458279.28,3640153.59,26.67
458279.84,3640153.61,24.42
458280.15,3640153.63,23.21
458280.61,3640153.64,21.400000000000002
458279.64,3640153.57,27.0
458280.27,3640153.59,24.53
458280.0,3640153.54,27.330000000000002
458280.66000000003,3640153.57,24.72
458281.05,3640153.58,23.17
458280.53,3640153.53,26.85
458281.5,3640153.57,23.1
458280.74,3640153.5,27.57
458280.93,3640153.51,26.8
458282.14,3640153.45,27.13
458282.63,3640153.43,26.94
458283.0,3640153.41,27.2
458283.27,3640153.42,26.080000000000002
458283.47,3640153.39,26.84
458286.56,3640153.51,14.93
458283.49,3640153.36,28.29
458283.76,3640153.37,27.310000000000002
458283.93,3640153.33,28.46
458284.12,3640153.34,27.71
458285.14,3640153.38,23.76
458286.11,3640153.42,19.97
458284.49,3640153.32,27.97
458285.16000000003,3640153.34,25.37
458285.51,3640153.36,23.990000000000002
458287.14,3640153.42,17.72
458284.82,3640153.29,28.310000000000002
458285.07,3640153.3,27.330000000000002
458285.41000000003,3640153.32,26.05
458285.2,3640153.27,28.52
458285.61,3640153.29,26.94
458287.22,3640153.35,20.76
458285.68,3640153.25,28.35
458286.08,3640153.27,26.830000000000002
458287.38,3640153.32,21.84
458287.58,3640153.32,21.09
458286.57,3640153.25,26.64
458287.61,3640153.29,22.7
458288.08,3640153.3,20.92
458288.41000000003,3640153.32,19.66
458288.91000000003,3640153.34,17.69
458287.96,3640153.26,22.98
458288.39,3640153.28,21.37
458288.81,3640153.3,19.740000000000002
458289.21,3640153.28,19.63
458288.02,3640153.2,25.87
458289.17,3640153.24,21.31
458288.66000000003,3640153.19,25.03
458289.64,3640153.22,21.14
458290.19,3640153.24,18.86
458290.67,3640153.26,17.06
458292.1,3640153.31,11.57
458288.45,3640153.14,27.52
458289.12,3640153.17,24.8
458288.85,3640153.12,27.59
458289.38,3640153.14,25.45
458290.39,3640153.18,21.2
458290.86,3640153.19,19.71
458289.04,3640153.09,28.44
458289.78,3640153.12,25.53
458290.05,3640153.09,26.03
458290.56,3640153.08,25.52
458290.88,3640153.09,24.47
458291.17,3640153.06,25.080000000000002
458291.46,3640153.07,23.94
458292.29,3640153.1,20.66
458292.71,3640153.12,19.31
458293.0,3640153.13,18.23
458291.74,3640153.05,24.46
458292.78,3640153.08,20.76
458293.19,3640153.1,19.22
458291.58,3640153.01,26.66
458292.09,3640153.02,24.63
458293.32,3640153.07,20.23
458293.61,3640153.08,18.98
458292.22,3640152.99,25.92
458293.76,3640153.05,20.16
458292.81,3640152.98,25.54
458294.15,3640153.02,20.37
458293.34,3640152.96,25.22
458294.59,3640153.0,20.26
458295.01,3640152.98,20.41
458295.35,3640152.93,22.12
458296.61,3640152.94,19.03
458295.27,3640152.82,27.2
458295.7,3640152.8,27.22
458296.2,3640152.78,26.95
458257.04,3640154.16,22.38
458257.58,3640154.18,20.19
458257.5,3640154.14,22.47
458258.36,3640154.18,19.19
458265.69,3640153.77,24.04
458266.15,3640153.75,23.81
458266.61,3640153.73,23.89
458266.91000000003,3640153.71,24.43
458268.94,3640153.8,16.73
458266.55,3640153.65,27.61
458266.72,3640153.66,26.98
458267.31,3640153.68,24.650000000000002
458269.71,3640153.79,15.66
458269.97,3640153.8,14.64
458267.05,3640153.64,27.44
458267.59,3640153.62,27.04
458268.95,3640153.68,21.93
458267.99,3640153.6,27.44
458269.05,3640153.65,23.330000000000002
458269.5,3640153.66,21.73
458270.1,3640153.69,19.44
458267.87,3640153.55,29.57
458268.09,3640153.56,28.89
458268.37,3640153.58,27.77
458268.35,3640153.54,29.57
458268.67,3640153.55,28.35
458268.62,3640153.51,30.3
458268.9,3640153.52,29.26
458269.14,3640153.49,30.09
458269.59,3640153.47,30.2
458270.0,3640153.45,30.39
458270.32,3640153.47,29.17
458270.62,3640153.44,29.68
458271.05,3640153.46,28.060000000000002
458270.95,3640153.42,30.1
458271.32,3640153.44,28.69
458271.66000000003,3640153.45,27.53
458271.64,3640153.41,29.22
458272.03,3640153.43,27.61
458272.59,3640153.45,25.57
458272.82,3640153.46,24.73
458272.41000000003,3640153.41,28.1
458272.85,3640153.43,26.400000000000002
458272.81,3640153.39,28.240000000000002
458273.27,3640153.41,26.46
458273.73,3640153.43,24.79
458274.15,3640153.4,24.990000000000002
458278.57,3640153.36,17.93
458279.76,3640153.41,13.280000000000001
458278.21,3640153.3,21.11
458278.7,3640153.32,19.26
458278.96,3640153.34,18.28
458278.74,3640153.29,20.85
458279.12,3640153.3,19.400000000000002
458279.45,3640153.32,18.150000000000002
458278.43,3640153.24,23.68
458279.09,3640153.27,21.19
458279.51,3640153.28,19.57
458279.84,3640153.3,18.21
458278.86,3640153.22,23.64
458279.16000000003,3640153.23,22.5
458279.57,3640153.25,20.900000000000002
458279.84,3640153.26,19.78
458279.16000000003,3640153.2,24.18
458279.46,3640153.21,23.0
458279.36,3640153.17,25.04
458279.63,3640153.18,23.95
458279.44,3640153.13,26.51
458280.06,3640153.16,24.02
458279.7,3640153.11,27.16
458280.07,3640153.08,27.34
458280.65,3640153.11,25.03
458280.48,3640153.06,27.35
458280.76,3640153.04,27.830000000000002
458282.16000000003,3640153.06,24.17
458281.88,3640153.01,26.97
458282.32,3640152.99,26.87
458282.61,3640152.96,27.48
458282.94,3640152.98,26.23
458283.12,3640152.94,27.25
458283.61,3640152.93,26.97
458283.89,3640152.9,27.55
458284.33,3640152.92,25.84
458284.75,3640152.93,24.080000000000002
458285.5,3640152.96,21.23
458286.89,3640153.02,15.83
458286.0,3640152.95,20.91
458284.58,3640152.86,27.990000000000002
458285.1,3640152.88,25.98
458286.45,3640152.93,20.75
458285.06,3640152.84,27.740000000000002
458286.53,3640152.89,22.06
458285.36,3640152.81,28.27
458285.67,3640152.83,27.09
458287.36,3640152.89,20.56
458286.1,3640152.81,27.02
458287.53,3640152.86,21.54
458287.66000000003,3640152.83,22.740000000000002
458288.03,3640152.84,21.400000000000002
458288.46,3640152.86,19.75
458287.43,3640152.78,25.26
458287.98,3640152.8,23.18
458288.16000000003,3640152.81,22.53
458288.49,3640152.82,21.25
458288.84,3640152.84,19.900000000000002
458287.7,3640152.76,25.75
458288.37,3640152.79,23.25
458288.24,3640152.74,25.5
458288.78,3640152.76,23.400000000000002
458289.44,3640152.79,20.78
458289.78,3640152.8,19.39
458288.19,3640152.7,27.37
458288.8,3640152.73,25.02
458289.91000000003,3640152.77,20.48
458290.24,3640152.78,19.29
458290.76,3640152.8,17.38
458288.5,3640152.68,27.77
458289.13,3640152.7,25.32
458290.23,3640152.74,20.91
458290.72,3640152.76,19.14
458291.21,3640152.78,17.17
458288.94,3640152.66,27.75
458289.59,3640152.68,25.18
458290.85,3640152.73,20.32
458291.16000000003,3640152.74,19.09
458289.27,3640152.63,28.150000000000002
458289.42,3640152.64,27.560000000000002
458291.59,3640152.72,19.11
458290.34,3640152.64,25.67
458290.87,3640152.62,25.26
458291.2,3640152.63,23.900000000000002
458292.43,3640152.68,19.27
458293.31,3640152.67,17.53
458291.94,3640152.59,24.150000000000002
458292.83,3640152.62,20.93
458293.34,3640152.64,18.93
458291.78,3640152.55,26.3
458293.34,3640152.61,20.490000000000002
458295.91000000003,3640152.7,10.75
458292.19,3640152.53,26.52
458293.74,3640152.58,20.63
458292.96,3640152.52,25.26
458294.1,3640152.56,20.8
458294.77,3640152.59,18.240000000000002
458294.52,3640152.54,20.81
458295.88,3640152.59,15.780000000000001
458294.94,3640152.52,20.81
458295.88,3640152.55,17.36
458295.7,3640152.51,19.56
458295.96,3640152.52,18.56
458295.48,3640152.47,22.03
458295.82,3640152.48,20.84
458295.96,3640152.49,20.29
458296.29,3640152.5,19.02
458295.63,3640152.44,23.18
458295.88,3640152.45,22.25
458295.92,3640152.41,23.69
458296.5,3640152.4,23.22
458257.05,3640153.67,22.830000000000002
458257.46,3640153.65,22.740000000000002
458265.29,3640153.3,23.91
458265.76,3640153.28,23.95
458266.22,3640153.26,23.96
458266.65,3640153.24,23.96
458267.83,3640153.3,19.63
458267.21,3640153.23,23.740000000000002
458268.29,3640153.28,19.76
458267.67,3640153.21,23.96
458268.77,3640153.26,19.84
458270.02,3640153.31,15.02
458267.16000000003,3640153.15,27.59
458268.14,3640153.19,23.990000000000002
458270.43,3640153.29,15.280000000000001
458267.38,3640153.12,28.5
458267.59,3640153.13,27.77
458268.61,3640153.17,23.94
458267.77,3640153.1,28.71
458267.94,3640153.11,28.02
458268.15,3640153.08,28.98
458268.47,3640153.09,27.78
458269.33,3640153.13,24.57
458270.46,3640153.18,20.27
458268.55,3640153.06,29.2
458268.86,3640153.07,27.990000000000002
458268.82,3640153.03,29.96
458269.18,3640153.01,30.240000000000002
458269.47,3640153.02,29.13
458269.71,3640152.99,30.03
458269.99,3640153.0,28.97
458270.54,3640153.03,26.93
458270.2,3640152.98,29.85
458270.39,3640152.98,29.150000000000002
458270.92,3640153.01,27.14
458270.66000000003,3640152.96,29.82
458271.0,3640152.97,28.490000000000002
458271.43,3640152.95,28.6
458272.22,3640152.99,25.76
458271.7,3640152.93,29.490000000000002
458272.09,3640152.94,28.04
458272.56,3640152.96,26.22
458272.49,3640152.92,28.18
458272.99,3640152.94,26.32
458273.36,3640152.96,24.91
458273.79,3640152.94,25.11
458280.77,3640153.1,2.83
458279.0,3640152.97,13.22
458280.74,3640153.04,6.3100000000000005
458279.41000000003,3640152.95,13.27
458280.64,3640153.0,8.31
458279.82,3640152.92,13.47
458280.46,3640152.95,10.870000000000001
458278.26,3640152.82,21.1
458278.54,3640152.83,20.03
458280.26,3640152.9,13.280000000000001
458278.73,3640152.8,21.09
458278.6,3640152.76,23.14
458279.16000000003,3640152.78,21.06
458278.66000000003,3640152.73,24.57
458278.97,3640152.74,23.36
458279.02,3640152.7,24.98
458279.2,3640152.71,24.36
458279.55,3640152.72,23.01
458279.12,3640152.67,26.35
458279.77,3640152.69,23.900000000000002
458280.06,3640152.71,22.71
458280.44,3640152.72,21.22
458279.5,3640152.65,26.560000000000002
458279.82,3640152.66,25.330000000000002
458279.95,3640152.63,26.52
458280.17,3640152.6,27.36
458280.41000000003,3640152.61,26.45
458280.68,3640152.62,25.400000000000002
458280.57,3640152.58,27.51
458281.15,3640152.56,26.94
458285.31,3640152.62,15.46
458285.48,3640152.63,14.81
458282.98,3640152.49,26.41
458285.69,3640152.6,15.73
458283.7,3640152.48,25.27
458283.81,3640152.45,26.51
